Wall time,Step,Value
1783237160.1336062,148128,39.197330474853516
1783237161.498626,148800,38.696102142333984
1783237162.032536,149024,38.66035079956055
1783237162.556244,149280,38.655879974365234
1783237162.8054006,149408,38.57691955566406
1783237163.2524686,149632,38.56092834472656
1783237163.3218012,149664,38.534385681152344
1783237163.389728,149696,38.428646087646484
1783237164.003837,150016,38.362545013427734
1783237165.6181715,150848,38.771820068359375
1783237165.9235206,151008,38.66718673706055
1783237166.9035869,151520,38.72794723510742
1783237167.57616,151872,38.88623809814453
1783237167.8165822,152000,38.99612808227539
1783237167.8810341,152032,39.04899597167969
1783237168.345247,152288,39.07661819458008
1783237168.5583756,152384,39.10793685913086
1783237168.7256517,152480,39.024417877197266
1783237168.9019217,152576,39.01435089111328
1783237169.480963,152864,39.11153030395508
1783237169.7983732,152992,39.208988189697266
1783237170.325696,153216,38.96572494506836
1783237170.3960795,153248,38.89358139038086
1783237170.8138955,153440,38.60704040527344
1783237171.1894522,153632,38.581260681152344
1783237171.3073845,153696,38.528770446777344
1783237171.481628,153792,38.581024169921875
1783237173.5861187,154912,38.78180694580078
1783237174.3036568,155296,38.89621353149414
1783237175.5079184,155904,38.8101692199707
1783237175.6427784,155968,38.943389892578125
1783237176.8318074,156576,39.14472579956055
1783237176.9719234,156640,39.341217041015625
1783237178.1362321,157280,39.08296585083008
1783237179.5517538,158048,38.862586975097656
1783237179.719501,158144,38.74862289428711
1783237180.49562,158560,38.70440673828125
1783237180.962912,158816,38.89326095581055
1783237181.4959075,159104,38.939178466796875
1783237181.6559281,159200,39.17561721801758
1783237181.7694883,159264,39.306949615478516
1783237181.8349888,159296,39.33085250854492
1783237182.6997676,159744,38.89311218261719
1783237185.2573025,160704,38.98090362548828
1783237185.766641,160896,39.07033157348633
1783237186.064577,160992,39.15745162963867
1783237186.5795236,161216,39.10604476928711
1783237187.5532756,161632,38.87328338623047
1783237187.6994195,161696,38.87128448486328
1783237187.7917714,161728,38.87128448486328
1783237188.3093426,161952,38.86592483520508
1783237189.5834806,162528,38.65003204345703
1783237191.1854174,163264,38.94853210449219
1783237191.4977078,163424,38.96110153198242
1783237192.6856568,164064,39.0678825378418
1783237192.819677,164128,39.11314010620117
1783237193.1694355,164320,39.0786247253418
1783237194.8395157,165152,39.10541915893555
1783237195.1798668,165312,39.003089904785156
1783237196.0230868,165728,38.937034606933594
1783237196.279849,165856,38.66472244262695
1783237197.4580243,166432,38.94560241699219
1783237197.9931407,166688,39.23002243041992
1783237199.579645,167424,38.89682388305664
1783237199.793622,167520,38.94275665283203
1783237199.8678014,167552,38.94275665283203
1783237200.1232045,167680,39.157997131347656
1783237200.1824453,167712,39.127647399902344
1783237201.9447286,168544,38.57487487792969
1783237203.4508996,169280,38.983367919921875
1783237204.2348473,169696,38.991268157958984
1783237205.1999931,170208,39.09758758544922
1783237206.0515609,170560,38.813499450683594
1783237207.1782236,171072,38.72086715698242
1783237208.1656506,171520,38.749176025390625
1783237208.2180004,171552,38.79136657714844
1783237209.5322418,172192,38.65233612060547
1783237210.9768026,172960,39.08427047729492
1783237211.0995445,173024,39.07593536376953
1783237211.8921454,173472,38.88951110839844
1783237213.0071027,174080,38.383060455322266
1783237213.0738642,174112,38.2959098815918
1783237213.2014046,174176,38.342533111572266
1783237213.5094957,174336,38.285804748535156
1783237215.734274,175520,38.87788391113281
1783237216.1255043,175744,38.7874755859375
1783237216.3586187,175872,38.92744064331055
1783237216.721522,176064,38.9777717590332
1783237217.0600367,176256,38.98406219482422
1783237217.3624427,176416,38.99168395996094
1783237217.5159948,176512,38.89683151245117
1783237217.6274433,176576,38.93875503540039
1783237218.5573578,177056,38.493675231933594
1783237219.068304,177344,38.65303421020508
1783237219.5595515,177600,38.75409698486328
1783237220.5096657,178144,38.87055206298828
1783237220.8262465,178304,39.014766693115234
1783237220.9410012,178368,38.969932556152344
1783237221.6749587,178752,39.186946868896484
1783237221.7797558,178816,39.186946868896484
1783237222.1510696,179008,39.07892990112305
1783237222.8510175,179392,38.88002395629883
